"PROVIDER_NAME","PROVIDER_NUMBER","PROVIDER_STREET","PROVIDER_CITY","PROVIDER_COUNTY","PROVIDER_STATE","PROVIDER_ZIP_CODE","PROVIDER_ZIP_CODE_PLUS_4","PROGRAM_NAME","PROGRAM_NUMBER","PROGRAM_COUNTY","PROGRAM_STREET_ADDRESS","PROGRAM_CITY","PROGRAM_STATE","PROGRAM_ZIP_CODE","PROGRAM_ZIP_CODE_PLUS_4","PROGRAM_DIRECTOR","PROGRAM_DIRECTOR_EMAIL","PROGRAM_DIRECTOR_TELEPHONE","PROGRAM_DIRECTOR_PHONE_EXTENSION","PROGRAM_TYPE","SERVICE_TYPE","ADMISSION_PHONE","ADMISSION_PHONE_EXT","ADDITIONAL_LOCATION_NAME","ADDITIONAL_LOCATION_STREET","ADDITIONAL_LOCATION_CITY","ADDITIONAL_LOCATION_ZIP","ADDITIONAL_LOCATION_COUNTYNAME"
"SCAN-NY Volunteer Parent-Aides Assoc.","2035","345 E 102nd St","New York","New York","NY","10029","","SCAN-NY Volunteer Parent-Aides OP","7422","Bronx","1377 Jerome Ave","Bronx","NY","10452","3325","Mr. Helio V Dos Santos","hdossantos@scanny.org","7182932230","205","Outpatient","Outpatient Clinic","7182932230","205","","","","",""
"St. Barnabas Hospital","81630","4422 3rd Ave","Bronx","Bronx","NY","10457","","St. Barnabas Hospital MMD","50717","Bronx","4422 3rd Ave","Bronx","NY","10457","","Ms. Jennifer Rogers LMSW","jrogers@sbhny.org","7189606214","","Crisis","Medical Managed Detoxification","7189606636","4220","","","","",""
"St. Barnabas Hospital","81630","4422 3rd Ave","Bronx","Bronx","NY","10457","","St. Barnabas Hospital OP","50718","Bronx","4441-4451 3rd Ave","Bronx","NY","10457","","Ms. Jennifer Rogers LMSW","jrogers@sbhny.org","7189606214","","Outpatient","Outpatient Clinic","7189606214","","","","","",""
"St. Barnabas Hospital","81630","4422 3rd Ave","Bronx","Bronx","NY","10457","","St. Barnabas Hospital OTP","6962","Bronx","4535 3rd Ave","Bronx","NY","10457","","Ms. Jennifer Rogers LMSW","jrogers@sbhny.org","7189606214","",Opioid Treatment Program,"Opioid Outpatient Treatment","7189602092","","","","","",""
"Success Counseling Services, Inc.","29070","1015 Ogden Avenue","Bronx","Bronx","NY","10452","5411","Success Counseling Services OP","51788","Bronx","1015-1017 Ogden Ave","Bronx","NY","10452","5104","Ms. Ivette Melendez CASAC","imelendez@success-counseling.com","7185386112","","Outpatient","Outpatient Clinic","","","","","","",""
"T.R.I. Center, Inc.","16350","1369 Broadway","New York","New York","NY","10018","","T.R.I. Center, Inc. OP 1","6134","Bronx","2488 Grand Concourse","Bronx","NY","10458","5206","Mrs. Deborah Greene","dmgreenecoo@yahoo.com","7185847204","","Outpatient","Outpatient Clinic","7185847204","","","","","",""
"The PAC Program of the Bronx, Inc.","47080","1215-1217 Stratford Avenue","Bronx","Bronx","NY","10472","2501","The PAC Program of the Bronx, Inc OP","52233","Bronx","1215-1217 Stratford Avenue","Bronx","NY","10472","2501","Ms. Evelyn Berrios","evelyn@thepacprogram.com","7183282605","","Outpatient","Outpatient Clinic","","","The PAC Program of the Bronx, Inc.","6 East 39th Street","New York","10016","New York"
"United Bronx Parents, Inc","330","773 Prospect Ave","Bronx","Bronx","NY","10459","","La Casita III-The Mix IR 1","7258","Bronx","1006 E 151st St","Bronx","NY","10455","3342","Gloria Montalvo","gmontalvo@ubpinc.org","7187420082","","Residential","Intensive Residential","3479961863","","","","","",""
"United Bronx Parents, Inc","330","773 Prospect Ave","Bronx","Bronx","NY","10459","","Lorraine Montenegro Women/Children IR","5750","Bronx","773 Prospect Ave","Bronx","NY","10455","1809","Mrs. Seavena Atkinson","satkinson@ubpinc.org","7182929808","","Residential","Intensive Residential","3479961863","","","","","",""
"VERTEX, LLC","44120","1080 E Gun Hill Rd","Bronx","Bronx","NY","10469","3742","VERTEX OP","51992","Bronx","1080 E Gun Hill Rd","Bronx","NY","10469","3742","Mr. Paul Henderson CASAC","phvertex@gmail.com","7186531117","101","Outpatient","Outpatient Clinic","7186531117","101","","","","",""
"Vocational Instruction Proj Commun Srv","325","1910 Arthur Ave","Bronx","Bronx","NY","10457","6305","VIP Community Services OP","6868","Bronx","1910 Arthur Ave","Bronx","NY","10457","6305","Ms. Fenesha Blanchard LMSW","fblanchard@vipservices.org","7185835150","8418","Outpatient","Outpatient Clinic","7185835150","8948","","","","",""
"Vocational Instruction Proj Commun Srv","325","1910 Arthur Ave","Bronx","Bronx","NY","10457","6305","VIP Community Services RR","53043","Bronx","716 Fairmount Pl","Bronx","NY","10457","6405","Ms. Karen Frost","kfrost@vipservices.org","7187313500","7920","Residential","820 Rehab and Reintegration","7185835150","8948","","","","",""
"Vocational Instruction Proj Commun Srv","325","1910 Arthur Ave","Bronx","Bronx","NY","10457","6305","VIP Community Services SRR","53042","Bronx","764 E 176th St","Bronx","NY","10460","4606","Ms. Carmen Rivera","crivera@vipservices.org","7185835150","7406","Residential","820 Stabil Rehab Reintegration","7185835150","8948","","","","",""
"Vocational Instruction Proj Commun Srv","325","1910 Arthur Ave","Bronx","Bronx","NY","10457","6305","VIP Community Services, Inc. OTP","670","Bronx","1910 Arthur Ave","Bronx","NY","10457","6305","Mrs. Ellen M Hoffman CASAC","Ehoffman@vipservices.org","7185835150","8954",Opioid Treatment Program,"Opioid Outpatient Treatment","7185835150","8948","","","","",""
"Addiction Center of Broome County Inc.","36030","30 W State St","Binghamton","Broome","NY","13901","2332","Addiction Center of Broome County  OP","50396","Broome","30 W State St","Binghamton","NY","13901","","Ms. Carmela Pirich LCSW","cpirich@acbcservices.org","6077237308","124","Outpatient","Outpatient Clinic","6077237308","116","The Addiction Center of Broome County, Inc.","1182 Chenango Street","Binghamton","13901","Broome"
"Addiction Center of Broome County Inc.","36030","30 W State St","Binghamton","Broome","NY","13901","2332","Addiction Center of Broome County OP R","51980","Broome","30 W State St","Binghamton","NY","13901","","Ms. Carmela Pirich LCSW","cpirich@acbcservices.org","6077237308","124","Outpatient","Outpatient Rehabilitation","","","","","","",""
"Fairview Recovery Services, Inc.","36020","5 Merrick St","Binghamton","Broome","NY","13904","1109","Fairview Recovery Services, Inc. RR","53302","Broome","5 Merrick St","Binghamton","NY","13904","1109","Mr. Patrick M Haley CSW","phaley@frsinc.org","6077228987","231","Residential","820 Rehab and Reintegration","","","","","","",""
"Fairview Recovery Services, Inc.","36020","5 Merrick St","Binghamton","Broome","NY","13904","1109","Fairview Recovery Services, Inc. RS","53123","Broome","247 Court St","Binghamton","NY","13901","3602","Mr. Stephen Barton","sbarton@frsinc.org","6077224080","328","Residential","820 Residential Stabilization","","","","","","",""
"Fairview Recovery Services, Inc.","36020","5 Merrick St","Binghamton","Broome","NY","13904","1109","Fairview Supportive Living Program SL","50092","Broome","5 Merrick St","Binghamton","NY","13904","1109","Mr. Patrick M Haley CSW","phaley@frsinc.org","6077228987","231","Residential","Supportive Living","6077228987","233","","","","",""
"Fairview Recovery Services, Inc.","36020","5 Merrick St","Binghamton","Broome","NY","13904","1109","New Outlook RR","53301","Broome","8 Clapham St","Binghamton","NY","13904","1109","Ms. Tina VanNoy","tvannoy@frsinc.org","6077228987","232","Residential","820 Rehab and Reintegration","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Helio Health Binghamton Inpt Rehab","53359","Broome","249 Glenwood Rd","Binghamton","NY","13905","1603","Sarah King","sking@helio.health","6072963072","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Helio Health, Inc. MSW-IP","53211","Broome","249 Glenwood Rd","Binghamton","NY","13905","1603","Sarah King","sking@helio.health","6072963072","","Crisis","Med Sup Withdrawal - Inpatient","6072963072","","","","","",""
"United Health Services Hospitals, Inc.","85330","10-42 Mitchell Avenue","Binghamton","Broome","NY","13903","","New Horizons CD Treatment Center IP","50598","Broome","10-42 Mitchell Ave","Binghamton","NY","13903","1617","Mr. Alan J Wilmarth","alan.wilmarth@nyuhs.org","6077623232","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"United Health Services Hospitals, Inc.","85330","10-42 Mitchell Avenue","Binghamton","Broome","NY","13903","","New Horizons Chemical Dep Treatment OP","50599","Broome","10-42 Mitchell Ave","Binghamton","NY","13903","1617","Ms. Debby O'Brien, BS, CASAC CASAC","Alan_Wilmarth@UHS.org","6077622839","","Outpatient","Outpatient Clinic","","","","","","",""
"United Health Services Hospitals, Inc.","85330","10-42 Mitchell Avenue","Binghamton","Broome","NY","13903","","United Health Services Hospital OTP","691","Broome","10-42 Mitchell Ave","Binghamton","NY","13903","1617","Mr. Calvin Brown","Calvin_Brown@uhs.org","6077622856","",Opioid Treatment Program,"Opioid Outpatient Treatment","6077622800","","","","","",""
"Council on Addiction Recovery Services","38160","201 S Union St","Olean","Cattaraugus","NY","14760","3646","Council on Addiction Recovery Srvcs OP","50770","Cattaraugus","201 S Union St","Olean","NY","14760","3646","Mr. Rodney A Valandra MA","rvalandra@councilonaddiction.org","7163734303","505","Outpatient","Outpatient Clinic","7163734303","505","Council on Addiction Recovery Services, Inc.","356 Main Street","Randolph","14772","Cattaraugus"
"Council on Addiction Recovery Services","38160","201 S Union St","Olean","Cattaraugus","NY","14760","3646","Council on Addiction Recovery Srvcs OP","50770","Cattaraugus","201 S Union St","Olean","NY","14760","3646","Mr. Rodney A Valandra MA","rvalandra@councilonaddiction.org","7163734303","505","Outpatient","Outpatient Clinic","7163734303","505","Council on Addiction Recovery Services, Inc.","1 School Street","Gowanda","14070","Cattaraugus"
"Council on Addiction Recovery Services","38160","201 S Union St","Olean","Cattaraugus","NY","14760","3646","Council on Addiction Recovery Srvcs OP","50770","Cattaraugus","201 S Union St","Olean","NY","14760","3646","Mr. Rodney A Valandra MA","rvalandra@councilonaddiction.org","7163734303","505","Outpatient","Outpatient Clinic","7163734303","505","Council on Addiction Recovery Services, Inc.","4039 Route 219","Salamanca","14779","Cattaraugus"
"Council on Addiction Recovery Services","38160","201 S Union St","Olean","Cattaraugus","NY","14760","3646","Council on Addiction Recovery Srvcs OP","50770","Cattaraugus","201 S Union St","Olean","NY","14760","3646","Mr. Rodney A Valandra MA","rvalandra@councilonaddiction.org","7163734303","505","Outpatient","Outpatient Clinic","7163734303","505","Council on Addiction Recovery Services, Inc.","86 South Main Street","Franklinville","14770","Cattaraugus"
"Council on Addiction Recovery Services","38160","201 S Union St","Olean","Cattaraugus","NY","14760","3646","Council on Addiction Recovery Srvcs SL","51754","Cattaraugus","207 S Union St","Olean","NY","14760","3635","Carla Keirstead","ckeirstead@councilonaddiction.org","7163734303","0","Residential","Supportive Living","7163734303","598","","","","",""
"Council on Addiction Recovery Services","38160","201 S Union St","Olean","Cattaraugus","NY","14760","3646","Weston Manor CR","51055","Cattaraugus","1351 Olean Portville Rd","Weston Mills","NY","14788","","Carla Keirstead","ckeirstead@councilonaddiction.org","7163734303","0","Residential","Community Residential","7163730057","205","","","","",""
"Confidential Help for Alcohol & Drugs","36200","75 Genesee St","Auburn","Cayuga","NY","13021","3644","CHAD OP","50846","Cayuga","75 Genesee St","Auburn","NY","13021","3670","Ms. Caroline R Dixon CSW-R","carolined@chadcounseling.org","3152539786","","Outpatient","Outpatient Clinic","","","Confidential Help for Alcohol and Drugs, Inc.","101 Hamilton Avenue","Auburn","13021","Cayuga"
"Confidential Help for Alcohol & Drugs","36200","75 Genesee St","Auburn","Cayuga","NY","13021","3644","CHAD OP","50846","Cayuga","75 Genesee St","Auburn","NY","13021","3670","Ms. Caroline R Dixon CSW-R","carolined@chadcounseling.org","3152539786","","Outpatient","Outpatient Clinic","","","Confidential Help for Alcohol and Drugs, Inc.","6752 Pine Ridge Road","Auburn","13021","Cayuga"
"Unity House of Cayuga County Inc.","23570","217 Genesee Street Suite 14","Auburn","Cayuga","NY","13021","3170","Grace House CR","51176","Cayuga","58 Osborne St","Auburn","NY","13021","3812","Mrs. Ashley Short CASAC","ashort@unityhouse.com","3152583998","250","Residential","Community Residential","3152583998","250","","","","",""
"Unity House of Cayuga County Inc.","23570","217 Genesee Street Suite 14","Auburn","Cayuga","NY","13021","3170","Unity House SL","51701","Cayuga","58 Osborne St","Auburn","NY","13021","","Mrs. Ashley Short CASAC","ashort@unityhouse.com","3152583998","250","Residential","Supportive Living","3152583998","250","","","","",""
"Brooks-TLC Hospital System, Inc.","49960","529 Central Ave","Dunkirk","Chautauqua","NY","14048","","Brooks-TLC Hospital System, Inc  OP","53215","Chautauqua","33 N Main St","Cassadaga","NY","14718","","Keith Woods","kwoods@tlchealth.org","7165953355","1204","Outpatient","Outpatient Clinic","","","","","","",""
"Brooks-TLC Hospital System, Inc.","49960","529 Central Ave","Dunkirk","Chautauqua","NY","14048","","Brooks-TLC Hospital System, Inc. IP","53243","Chautauqua","845 Routes 5 and 20","Irving","NY","14081","9706","Derah Black-Day","DBlack-Day@tlchealth.org","7169517955","7955","Inpatient","Inpatient Rehabilitation","","","","","","",""
"Chautauqua Co. Dept of Mental Health","70360","7 N Erie St","Mayville","Chautauqua","NY","14757","1095","Chautauqua Co Dept of MH OP","50702","Chautauqua","200 E 3rd St","Jamestown","NY","14701","5433","Carol Wright","wrightc@co.chautauqua.ny.us","7166618330","","Outpatient","Outpatient Clinic","7166618330","","","","","",""
"Chautauqua Co. Dept of Mental Health","70360","7 N Erie St","Mayville","Chautauqua","NY","14757","1095","Chautauqua Co Dept of MH OP1","50703","Chautauqua","319 Central Ave","Dunkirk","NY","14048","2137","Ms. Peggy Erickson LCSW","ericksoP@co.chautauqua.ny.us","7163633550","","Outpatient","Outpatient Clinic","7163633550","","","","","",""
"UPMC Chautauqua at WCA","81610","207 Foote Ave","Jamestown","Chautauqua","NY","14702","0840","UPMC Chautauqua at WCA IP","53049","Chautauqua","207 Foote Ave","Jamestown","NY","14701","7077","Mrs. Irene Culpepper","Porebskidm@upmc.edu","7166648620","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"UPMC Chautauqua at WCA","81610","207 Foote Ave","Jamestown","Chautauqua","NY","14702","0840","UPMC Chautauqua WCA OP","53048","Chautauqua","51 Glasgow Ave","Jamestown","NY","14701","6440","Mrs. Heather L Anderson","Andersonhl3@upmc.edu","7166648658","","Outpatient","Outpatient Clinic","","","UPMC Chautauqua Services, Inc. as Sponsor","306 Central Avenue","Dunkirk","14048","Chautauqua"
"Arnot Ogden Medical Center","82200","600 Roe Ave","Elmira","Chemung","NY","14905","1629","New Dawn STARS IP","53357","Chemung","555 St. Joseph's Blvd","Elmira","NY","14901","3223","Glenn Jarvis","gjarvis@arnothealth.org","6077336541","7887","Inpatient","Inpatient Rehabilitation","","","","","","",""
"CASA-Trinity, Inc.","37130","4612 Millennium Dr","Geneseo","Livingston","NY","14454","","Trinity of Chemung County OP","52231","Chemung","150 Lake St","Elmira","NY","14901","3401","Ms. Tara M Fethers","tfethers@casa-trinity.org","6077375215","","Outpatient","Outpatient Clinic","6077375215","","","","","",""
"The Salvation Army","37020","414 Lake St","Elmira","Chemung","NY","14901","","Elmira Citadel CR","50470","Chemung","401 Division St","Elmira","NY","14901","1513","Lisa Willson","Lisa.Willson@use.salvationarmy.org","6077340032","","Residential","Community Residential","6077340032","","","","","",""
"Chenango County Community Srvs Board","70010","5 Court St","Norwich","Chenango","NY","13815","","Chenango Co Behavioral Health Srvs OP","472","Chenango","5 Court St","Norwich","NY","13815","1695","Mr. Matthew Skojec","matts@co.chenango.ny.us","6073371680","","Outpatient","Outpatient Clinic","6073371680","","","","","",""
"Behavioral Health Services North, Inc.","12050","75 Oak Street","Plattsburgh","Clinton","NY","12901","","Twin Oaks CR","51294","Clinton","75 Oak St","Plattsburgh","NY","12901","1805","Ms. Beryl Gregory CASAC","sgregory@bhsn.org","5185628119","433","Residential","Community Residential","5185628119","433","","","","",""
"Champlain Valley Family Center","1065","20 Ampersand Dr","Plattsburgh","Clinton","NY","12901","","Champlain Valley Family Center OP","3101","Clinton","20 Ampersand Dr","Plattsburgh","NY","12901","6500","Mr. Jacob E Coulombe","jcoulombe@cvfamilycenter.org","5185618480","","Outpatient","Outpatient Clinic","","","Champlain Valley Family Center","55 Beekman Street","Plattsburgh","12901","Clinton"
"Champlain Valley Family Center","1065","20 Ampersand Dr","Plattsburgh","Clinton","NY","12901","","Champlain Valley Family Center SRh","53247","Clinton","516 Norrisville Rd","Schuyler Falls","NY","12985","2516","Ms. Connie Wille","cwille@cvfamilycenter.org","5185618480","","Residential","820 Stabil and Rehab","","","","","","",""
"Clinton Co. Community Services Board","70020","130 Arizona Ave","Plattsburgh","Clinton","NY","12903","4908","Clinton County Addiction Services OP","50757","Clinton","130 Arizona Ave","Plattsburgh","NY","12903","4908","Ms. Richelle Gregory","richelle.gregory@clintoncountygov.com","5185654060","","Outpatient","Outpatient Clinic","","","Clinton County Community Services Board","483 State Route 11","Champlain","12919","Clinton"
"Conifer Park, Inc.","14770","79 Glenridge Rd","Glenville","Schenectady","NY","12302","4523","Conifer Park, Inc. OP 1","51575","Clinton","80 Sharron Ave","Plattsburgh","NY","12901","3894","Miss Amanda L Leary CASAC","ALeary@Libertymgt.com","5185610130","","Outpatient","Outpatient Clinic","5185610130","","","","","",""
"Conifer Park, Inc.","14770","79 Glenridge Rd","Glenville","Schenectady","NY","12302","4523","Conifer Park, Inc. OTP","52696","Clinton","80 Sharron Ave","Plattsburgh","NY","12901","3894","Miss Amanda L Leary CASAC","Aleary@LIbertymgt.com","5185610130","",Opioid Treatment Program,"Opioid Outpatient Treatment","5185610130","","","","","",""
